Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2OsEJFTfzfjG4oC92cuP2c,"Slow Down","Stars Dance (Bonus Track Version)","Selena Gomez",2013-01-01,210293,67,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Hollywood Records",0.721,0.821,1,-3.856,0,0.165,0.073,0,0.631,0.721,127.944,4
spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,"Blank Space","1989 (Deluxe)","Taylor Swift",2014-01-01,231826,85,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Taylor Swift",0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,4
spotify:track:4LRPiXqCikLlN15c3yImP7,"As It Was","As It Was","Harry Styles",2022-03-31,167303,12,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Columbia",0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4
spotify:track:2qT1uLXPVPzGgFOx4jtEuo,"no tears left to cry","Sweetener","Ariana Grande",2018-08-17,205920,80,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Republic Records",0.699,0.713,9,-5.507,0,0.0594,0.04,0.00000311,0.294,0.354,121.993,4
spotify:track:0HqZX76SFLDz2aW8aiqi7G,"Bones","Bones","Imagine Dragons",2022-03-11,165264,76,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","KIDinaKORNER/Interscope Records",0.773,0.742,5,-3.678,0,0.046,0.0206,0,0.0754,0.571,114.071,4
spotify:track:4v7DgEMw6EvYyuQ4eWFD9l,"What If (I Told You I Like You)","What If (I Told You I Like You)","Johnny Orlando;kenzie",2018-05-18,219186,63,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Johnny Orlando and M, M&M, Inc",0.735,0.584,1,-5.047,1,0.14,0.189,0,0.125,0.395,93.016,4
spotify:track:2rOnSn2piaqLAlYjtfUBlY,"Raataan Lambiyan (From ""Shershaah"")","Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi;Jubin Nautiyal;Asees Kaur",2021-07-30,230292,71,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,desi pop,gujarati garba,bhajan,devotional","Sony Music Entertainment India Pvt. Ltd.",0.72,0.63,10,-5.549,1,0.0413,0.615,0,0.108,0.512,81.009,4
spotify:track:29m79w9xPMH4YCD6r8JSmV,"Excuses","Excuses","AP Dhillon;Gurinder Gill;Intense",2020-07-24,176232,74,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi hip hop,punjabi pop,desi,bhangra,desi hip hop","RUN-UP RECORDS",0.837,0.717,5,-7.749,0,0.0822,0.0842,0,0.149,0.494,94.984,4
spotify:track:4gvrJnKCKIPiacNsWVQwEU,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix","love nwantiti (feat. Dj Yo! & AX'EL) [Remix]","CKay;Dj Yo!;AX'EL",2021-09-09,188368,74,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"afrobeats,afrobeat,afro r&b,afropop","WM South Africa",0.579,0.596,8,-4.823,1,0.0561,0.436,0.0938,0.0549,0.443,119.9,3
spotify:track:4mt7C6wYeTUWDDk7xKym9w,"Feel Me","Rare (Deluxe)","Selena Gomez",2020-04-09,226002,58,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Interscope Records",0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,0.387,99.989,4
spotify:track:53jnnqFSRGMDB9ADrNriCA,"Bloody Mary","Born This Way (International Special Edition Version)","Lady Gaga",2011-05-23,244760,76,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"art pop,pop","Interscope",0.591,0.634,9,-6.365,0,0.0291,0.0107,0.00000195,0.113,0.44,99.998,4
spotify:track:5O2P9iiztwhomNh8xkR9lJ,"Night Changes","FOUR (Deluxe)","One Direction",2014-11-17,226597,88,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Syco Music",0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,4
spotify:track:6ocbgoVGwYJhOv1GgI9NsF,"7 rings","thank u, next","Ariana Grande",2019-02-08,178626,86,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Republic Records",0.777,0.317,1,-10.732,0,0.308,0.591,0,0.0881,0.33,139.848,4
spotify:track:7ef4DlsgrMEH11cDZd32M6,"One Kiss (with Dua Lipa)","One Kiss (with Dua Lipa)","Calvin Harris;Dua Lipa",2018-04-06,214846,81,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"edm,pop","Sony Music UK",0.791,0.862,9,-3.24,0,0.11,0.037,0.0000219,0.0814,0.592,123.994,4
spotify:track:39LLxExYz6ewLAcYrzQQyP,"Levitating","Future Nostalgia","Dua Lipa",2020-03-27,203807,81,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Warner Records",0.695,0.884,6,-2.278,0,0.0753,0.0561,0,0.213,0.914,103.014,4
spotify:track:7MvQQGqYE4r0ucTarmI2Gr,"Saturday Saturday","Saturday Saturday","Shaarib Toshi;Badshah;Indeep Bakshi;Akriti Kakar",2014-06-19,210799,59,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,desi hip hop,hindi hip hop,desi pop,bangla pop","Sony Music Entertainment India Pvt. Ltd.",0.847,0.938,8,-4.615,1,0.0974,0.149,0,0.107,0.786,130.02,4
spotify:track:5Lxf40h4znaCzgopeMEgyd,"Cheap Thrills","Cheap Thrills","Lilly Oxford",2020-01-25,211200,46,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Independent",0.554,0.673,6,-6.85,0,0.0542,0.00508,0.00000439,0.0935,0.607,179.955,4
spotify:track:0KoiMHhqKLoL4xM54rcWYY,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","Carte Blanche","DJ Snake;Selena Gomez;Ozuna;Cardi B",2019-07-25,212500,76,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"reggaeton,trap latino,latin,urbano latino","DJ Snake Music Productions Limited",0.843,0.802,1,-4.167,0,0.228,0.158,0.000005,0.0642,0.618,95.881,4
spotify:track:6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"")","Pritam;Arijit Singh;Amitabh Bhattacharya",2022-07-17,268164,72,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,bangla pop","Sony Music Entertainment India Pvt. Ltd.",0.577,0.574,0,-6.525,1,0.0278,0.572,0,0.1,0.436,94.009,4
spotify:track:5e08a8D8T3z4LDXbUIjxKQ,"Wait a Minute!","ARDIPITHECUS","WILLOW",2015-12-18,196520,66,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Roc Nation W Smith P&D",0.764,0.705,3,-5.279,0,0.0278,0.0371,0.0000194,0.0943,0.672,101.003,4
spotify:track:45OX2jjEw1l7lOFJfDP9fv,"MONEY","LALISA","LISA",2021-09-10,168227,70,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"k-pop","YG Entertainment",0.826,0.553,1,-10.121,0,0.234,0.163,0.0000412,0.135,0.4,140.037,4
spotify:track:2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever","Laundry Service","Shakira",2001-11-13,196160,78,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"latin pop","Epic",0.794,0.832,1,-4.862,0,0.0407,0.237,0.0000114,0.203,0.871,107.657,4
spotify:track:48QmG1dfvMuYLxMPt7KSRA,"No Lie","Mad Love The Prequel","Sean Paul;Dua Lipa",2018-06-29,221176,87,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"dancehall,pop","Universal-Island Records Ltd.",0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,4
spotify:track:5O932cZmzOZGOGZz9RHx20,"Khairiyat","Chhichhore","Pritam;Arijit Singh",2019-08-31,280281,72,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,bangla pop","T-Series",0.534,0.481,0,-9.016,0,0.0412,0.697,0,0.142,0.293,124.914,4
spotify:track:0TK2YIli7K1leLovkQiNik,"Señorita","Señorita","Shawn Mendes;Camila Cabello",2019-06-21,190960,80,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Island Records",0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,4
spotify:track:2gNMXJDKRmKWuevBGjN8wo,"3:59 AM","Punya Paap","DIVINE",2020-12-03,272197,64,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"hindi hip hop,desi hip hop,punjabi hip hop,punjabi pop","Universal Music India Pvt Ltd.",0.669,0.588,2,-6.902,1,0.339,0.177,0,0.179,0.237,97.026,4
spotify:track:06KyNuuMOX1ROXRhj787tj,"We Don't Talk Anymore (feat. Selena Gomez)","Nine Track Mind","Charlie Puth;Selena Gomez",2016-01-29,217706,80,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"soft pop","Artist Partner",0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,4
spotify:track:4kKDkUwPria5AFZvUMZoH8,"Side To Side","Dangerous Woman","Ariana Grande;Nicki Minaj",2016-05-20,226160,48,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Universal Records",0.645,0.725,6,-5.816,0,0.184,0.0415,0,0.165,0.67,159.169,4
spotify:track:5B4YQN1FCuADJ0o4phAtwC,"NO LOVE","NO LOVE","Shubh",2022-02-26,170387,0,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi hip hop,punjabi pop,desi hip hop,hindi hip hop,desi","Malsons-Shubh",0.771,0.486,4,-8.952,0,0.0393,0.243,0,0.191,0.733,137.058,4
spotify:track:0u2P5u6lvoDfwTYjAADbn4,"lovely (with Khalid)","lovely (with Khalid)","Billie Eilish;Khalid",2018-04-19,200185,88,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Darkroom",0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,4
spotify:track:5MLreTrtwv7fGyyAy0RyeB,"See Me Fall - Y2K Remix","Momentum (Mixtape)","Ro Ransom;Y2K",2017-10-27,201508,60,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Same Plate",0.625,0.829,8,-5.221,1,0.0976,0.301,0,0.107,0.131,109.976,4
spotify:track:65uoaqX5qcjXZRheAj1qQT,"Dernière danse","Mini World","Indila",2014-01-01,213493,82,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"french pop","Universal Music Division Polydor France",0.669,0.449,0,-7.658,0,0.049,0.184,0,0.0729,0.327,114.924,4
spotify:track:3MnAsEBBsEj86d03RgO4EM,"Fairytale","Fairytale","Alexander Rybak",2009-01-12,182600,73,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Alexander Rybak",0.573,0.784,2,-5.359,0,0.0293,0.61,0.0000389,0.278,0.655,107.991,4
spotify:track:1v1oIWf2Xgh54kIWuKsDf6,"Runaway","All My Demons Greeting Me As A Friend (Deluxe)","AURORA",2016-03-11,248826,79,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"norwegian pop,art pop","Decca (UMO)",0.422,0.302,11,-9.214,1,0.0372,0.629,0.0000783,0.104,0.123,114.089,4
spotify:track:3B4etxytImrRKQgV3XHjnR,"Harleys In Hawaii","Smile","Katy Perry",2020-08-28,185480,78,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Capitol Records",0.721,0.751,10,-6.203,0,0.125,0.162,0.00000659,0.118,0.738,140.095,4
spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next","thank u, next","Ariana Grande",2019-02-08,207320,83,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Republic Records",0.72,0.654,1,-5.634,1,0.0647,0.227,0,0.101,0.411,106.976,4
spotify:track:7lvDsmTRXFE3dK4OjvRiWB,"Pasoori","Pasoori","Ali Sethi;Shae Gill",2022-02-07,224146,57,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"ghazal,sufi,qawwali,desi,hindi indie,indian indie,hindi pop,desi pop","Giraffe Pakistan",0.714,0.596,11,-6.206,0,0.043,0.0657,0,0.0625,0.669,91.991,4
spotify:track:6tq6Z1nGaLmrZnqylgZ6M0,"Go Gyal - Radio Edit","Go Gyal (Radio Edit)","Ahzee;Masta",2016-12-12,194303,48,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"azonto","BIP Records",0.808,0.826,7,-4.682,1,0.122,0.339,0,0.0655,0.507,105.042,4
spotify:track:5cF0dROlMOK5uNZtivgu50,"Attention","Voicenotes","Charlie Puth",2018-05-11,208786,87,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"soft pop","Artist Partner",0.775,0.613,3,-4.586,0,0.0542,0.109,0.0000233,0.134,0.797,100.066,4
spotify:track:4l0Mvzj72xxOpRrp6h8nHi,"Lose You To Love Me","Rare","Selena Gomez",2020-01-10,206458,78,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Interscope Records",0.516,0.342,4,-8.985,1,0.0425,0.55,0,0.21,0.0993,102.819,4
spotify:track:09CtPGIpYB4BrO8qb1RGsF,"Sorry","Purpose (Deluxe)","Justin Bieber",2015-11-13,200786,88,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","RBMG/Def Jam",0.655,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.409,99.947,4
spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"Roses - Imanbek Remix","Roses (Imanbek Remix)","SAINt JHN;Imanbek",2019-10-09,176840,75,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"slap house","Columbia/B1 Recordings",0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,4
spotify:track:3h4T9Bg8OVSUYa6danHeH5,"Animals","V (Asia Tour Edition)","Maroon 5",2015-05-18,231013,74,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Interscope Records*",0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,4
spotify:track:1r9xUipOqoNwggBpENDsvJ,"Enemy (with JID) - from the series Arcane League of Legends","Enemy (with JID) [from the series Arcane League of Legends]","Imagine Dragons;JID;Arcane;League of Legends",2021-10-28,173381,76,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"score","KIDinaKORNER/Interscope Records",0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,4
spotify:track:2gQPv5jvVPqU2a9HhMNO1v,"Toxic","Toxic","BoyWithUke",2021-10-29,168020,63,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Republic Records",0.594,0.612,8,-6.627,0,0.363,0.835,0,0.461,0.687,179.629,4
spotify:track:3USxtqRwSYz57Ewm6wWRMp,"Heat Waves","Dreamland","Glass Animals",2020-08-07,238805,87,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Polydor Records",0.761,0.525,11,-6.9,1,0.0944,0.44,0.0000067,0.0921,0.531,80.87,4
spotify:track:35mvY5S1H3J2QZyna3TFe0,"positions","Positions","Ariana Grande",2020-10-30,172324,80,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Republic Records",0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,4
spotify:track:4cktbXiXOapiLBMprHFErI,"Memories","JORDI (Deluxe)","Maroon 5",2021-06-11,189486,83,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Interscope Records*",0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,4
spotify:track:0ct6r3EGTcMLPtrXHDvVjc,"The Nights","The Days / Nights","Avicii",2014-01-01,176658,85,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"edm","Pophouse Entertainment Group",0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,4
spotify:track:4DpNNXFMMxQEKl7r0ykkWA,"Play Date","Cry Baby (Deluxe Edition)","Melanie Martinez",2015-08-14,179867,80,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Atlantic Records",0.68,0.729,5,-5.077,1,0.0475,0.612,0,0.224,0.446,123.97,4
spotify:track:1Xi84slp6FryDSCbzq4UCD,"Arcade","Arcade","Duncan Laurence",2019-03-07,183624,76,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Universal Music, a division of Universal International Music BV",0.459,0.331,9,-12.603,0,0.0421,0.817,0.00104,0.135,0.271,72.023,3
spotify:track:64p6ua7zpf66s62StC2QLv,"Bad Boy (feat. Luana Kiara)","Bad Boy (feat. Luana Kiara)","Raaban;Tungevaag;Luana Kiara",2018-08-24,190673,64,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"big room","WM Sweden",0.644,0.892,0,-1.1,0,0.0567,0.13,0.000113,0.0893,0.767,180.044,4
spotify:track:58f4twRnbZOOVUhMUpplJ4,"Brown Munde","Brown Munde","AP Dhillon;Gminxr;Gurinder Gill;Shinda Kahlon",2020-09-18,254400,71,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi hip hop,punjabi pop,desi,bhangra,desi hip hop","Run-up Records",0.854,0.611,8,-6.26,0,0.0864,0.223,0,0.119,0.417,100.024,4
spotify:track:1ozrNv9W4KlprAmvgH0Yrq,"High Rated Gabru (From ""Nawabzaade"")","High Rated Gabru (From ""Nawabzaade"")","Guru Randhawa",2018-06-28,179099,62,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi pop,bhangra,desi,bollywood,hindi pop,desi pop","T-Series",0.685,0.841,2,-2.932,0,0.0942,0.118,0,0.26,0.59,97.929,4
spotify:track:6ZYxNjuAU9Vy3VtF6W1dtE,"We Rollin","We Rollin","Shubh",2021-09-09,199205,67,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi hip hop,punjabi pop,desi hip hop,hindi hip hop,desi","SHUBH",0.82,0.504,4,-9.113,0,0.141,0.261,0.000007,0.104,0.275,85.016,4
spotify:track:4yVys4jJNffGADPkmSDzpJ,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - DJ LBR Remix","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta;AFROJACK;Bebe Rexha;Nicki Minaj;DJ LBR",2015-05-04,203618,48,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"edm,big room,moombahton","Parlophone (France)",0.425,0.774,9,-3.695,1,0.112,0.000209,0.0000384,0.169,0.209,179.998,4
spotify:track:0mJTAdmY8olbGQjopDYff3,"Vaaste","Vaaste","Dhvani Bhanushali;Nikhil D'Souza;Tanishk Bagchi",2019-04-06,196043,66,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi pop,desi,hindi indie,indian indie,gujarati garba","T-Series",0.444,0.479,5,-5.586,1,0.0436,0.454,0,0.095,0.315,89.892,4
spotify:track:5f4JpFkvBwOWK9tJy93trf,"Let Me Down Slowly X Main Dhoondne Ko Zamaane Mein - LoFi","Let Me Down Slowly X Main Dhoondne Ko Zamaane Mein - LoFi","IAMPRANN",2022-10-21,190171,0,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","IAMPRANN",0.496,0.307,11,-17.743,0,0.0411,0.848,0.0207,0.116,0.409,139.35,4
spotify:track:2ZRo7axmMPeSVUvDbGkJah,"Hope","?","XXXTENTACION",2018-03-16,110886,83,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"emo rap","Bad Vibes Forever, LLC",0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,4
spotify:track:6osKPJp6kQwZcgUqBteJFN,"Safari","Safari","Serena",2017-11-28,187408,62,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Roton Music",0.799,0.689,5,-6.793,0,0.053,0.445,0.0122,0.18,0.477,103.019,4
spotify:track:27rdGxbavYJeBphck5MZAF,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson;Miley Cyrus",2018-11-30,217466,72,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Columbia",0.601,0.794,7,-5.844,0,0.0671,0.00987,0.00000136,0.388,0.244,114.066,4
spotify:track:58HvfVOeJY7lUuCqF0m3ly,"MIDDLE OF THE NIGHT","MIDDLE OF THE NIGHT","Elley Duhé",2020-01-10,184447,76,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Not Fit For Society/RCA Records",0.41,0.611,4,-8.271,0,0.0467,0.0228,0,0.116,0.0899,185.727,3
spotify:track:0b11D9D0hMOYCIMN3OKreM,"Into Your Arms (feat. Ava Max)","Into Your Arms (feat. Ava Max)","Witt Lowry;Ava Max",2018-06-08,186022,73,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Witt Lowry",0.504,0.788,3,-4.113,0,0.214,0.0132,0,0.363,0.228,169.907,4
spotify:track:5PvwPy5eRO8BPwpRzCHK3D,"Sunn Raha Hai","Aashiqui 2","Ankit Tiwari;Sandeep Nath",2013-04-06,390222,74,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi","T-Series",0.393,0.641,0,-6.493,0,0.0312,0.276,0,0.0958,0.336,81.932,4
spotify:track:4gBQbegBZlPhMgaWVzCCY5,"","","",0000,0,0,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","",0.668,0.616,0,-7.925,1,0.0582,0.393,0.00000631,0.092,0.566,97.986,4
spotify:track:5CSEaABQkS1hoLza0IpK2r,"","","",0000,0,0,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","",0.801,0.856,0,-4.233,1,0.065,0.0984,0.0000662,0.228,0.919,106.026,4
spotify:track:5QDLhrAOJJdNAmCTJ8xMyW,"Dynamite","BE","BTS",2020-11-20,199053,83,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"k-pop","BIGHIT MUSIC",0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,4
spotify:track:4QtiVmuA88tPQiCOHZuQ5b,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes;Jason Derulo;De La Ghetto",2018-02-16,201526,65,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"latin pop,reggaeton,trap latino,urbano latino","WEA Latina",0.792,0.895,1,-3.112,0,0.0589,0.165,0,0.0501,0.794,94.968,4
spotify:track:1UXBbmjIrxjckrbv5EfSVT,"Tell Me Something I Don't Know - Soundtrack","Another Cinderella Story (Original Motion Picture Soundtrack)","Selena Gomez",2008-08-26,201426,56,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Razor & Tie",0.611,0.936,7,-3.697,0,0.11,0.0309,0,0.12,0.697,144.901,4
spotify:track:2Cd9iWfcOpGDHLz6tVA3G4,"Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)","Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)","Shakira;Freshlyground",2010-05-07,202626,8,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"latin pop,afro soul,afropop,dubstep","Epic",0.766,0.873,11,-6.381,0,0.143,0.00627,0,0.0764,0.743,126.988,4
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,"Hips Don't Lie (feat. Wyclef Jean)","Oral Fixation, Vol. 2 (Expanded Edition)","Shakira;Wyclef Jean",2005-11-28,218093,19,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"latin pop","Epic",0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,4
spotify:track:1rfofaqEpACxVEHIZBJe6W,"Havana (feat. Young Thug)","Camila","Camila Cabello;Young Thug",2018-01-12,217308,82,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"rap,trap,melodic rap","Syco Music/Epic",0.765,0.523,2,-4.333,1,0.03,0.184,0.0000356,0.132,0.394,104.988,4
spotify:track:4cluDES4hQEUhmXj6TXkSo,"What Makes You Beautiful","Up All Night","One Direction",2012-05-25,199986,86,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Syco Music UK",0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,4
spotify:track:2ekn2ttSfGqwhhate0LSR0,"New Rules","Dua Lipa (Deluxe)","Dua Lipa",2017-06-02,209320,82,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Warner Records",0.762,0.7,9,-6.021,0,0.0694,0.00261,0.0000156,0.153,0.608,116.073,4
spotify:track:0RE4crnT3jRms1xxVlEZx2,"Bad boy","Loud","Marwa Loud",2018-03-09,187844,74,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop urbaine,french r&b","Purple Money",0.796,0.496,9,-8.165,0,0.0388,0.431,0.00000551,0.0781,0.716,97.988,4
spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,"Without Me","The Eminem Show","Eminem",2002-05-26,290320,89,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"rap,hip hop","Eminem Catalog PS",0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.237,0.662,112.238,4
spotify:track:6or1bKJiZ06IlK0vFvY75k,"Rap God","The Marshall Mathers LP2 (Deluxe)","Eminem",2013-11-05,363521,75,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"rap,hip hop","Eminem Catalog PS",0.709,0.843,7,-2.66,1,0.314,0.395,0,0.799,0.625,148.134,4
spotify:track:1vux5TJpXtc7tbjA1YODpp,"Capo","Capo","NLE Choppa",2022-01-13,192200,68,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Warner Records",0.614,0.953,2,-4.162,1,0.0688,0.119,0,0.331,0.593,154.969,4
