Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5ERLSizSKt9igMb9gxt7x7,"Relation","Relation","Nikk",2019-08-30,165750,50,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi pop","BANG Music",0.521,0.607,8,-6.273,1,0.138,0.422,0,0.185,0.632,79.774,4
spotify:track:5U9WCZMtC4X1ji3kjLK31e,"Tora","Tora","Sumit Goswami",2020-08-17,179333,55,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"haryanvi pop","Speed Records Entertainment Pvt. Ltd.",0.663,0.787,2,-3.165,0,0.0792,0.066,0,0.235,0.457,180.023,4
spotify:track:3ayMReTwLoo6jAg7adDqyz,"Har Funn Maula (From ""Koi Jaane Na"")","Har Funn Maula (From ""Koi Jaane Na"")","Tanishk Bagchi;Vishal Dadlani;Zahrah S Khan",2021-03-10,247125,62,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,desi pop,gujarati garba","T-Series",0.828,0.79,10,-3.021,0,0.0719,0.167,0.00001,0.353,0.379,104.016,4
spotify:track:61R3DMR4U2n25qgX9ryciJ,"Jatt Mehkma","GLORY","Yo Yo Honey Singh",2024-08-26,195115,61,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop","T-Series",0.622,0.768,0,-5.952,1,0.0648,0.0451,0,0.305,0.447,85.954,4
spotify:track:5fBghXeYCGIEVuExKytoJ9,"Fell For You","Sicario","Shubh",2025-01-17,153466,74,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi hip hop,punjabi pop,desi hip hop,hindi hip hop,desi","SHUBH",0.728,0.596,4,-6.803,0,0.0454,0.0985,0.00348,0.0533,0.224,95.006,4
spotify:track:3f7xgA5F5J5QIOIuHATYLI,"Teri Mehfil Mein Kismat Azmakar","Mughal-E-Azam","Lata Mangeshkar;Shamshad Begum",1960-08-05,304586,46,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"ghazal,bollywood,hindi pop,bhajan,marathi pop,qawwali","Saregama",0.565,0.513,2,-6.918,1,0.0962,0.927,0,0.456,0.405,127.697,3
spotify:track:0Bz7dfqPY4JOGZO3O1j8Wh,"Bulleya","Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition]","Pritam;Amit Mishra;Shilpa Rao",2016-10-26,348965,68,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi","Sony Music Entertainment India Pvt. Ltd.",0.552,0.769,2,-4.504,0,0.0465,0.497,0,0.112,0.702,86.957,4
spotify:track:18e3XXYCv4Tx8uUl1mP3CN,"Balam Pichkari","Yeh Jawaani Hai Deewani","Pritam;Vishal Dadlani;Shalmali Kholgade;Amitabh Bhattacharya",2013-03-30,288902,71,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi","T-Series",0.732,0.944,0,-4.115,1,0.09,0.209,0,0.401,0.957,120.02,4
spotify:track:18YHbIhrleUkKKj2DvEp79,"Zara Sa","Jannat (Original Motion Picture Soundtrack)","Pritam;KK;Sayeed Quadri",2008-03-07,303680,78,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi","Sony Music Entertainment India Pvt. Ltd.",0.468,0.91,11,-3.057,0,0.051,0.12,0.000304,0.271,0.694,163.842,4
spotify:track:7H3mfOvtPNA8YDF3EdKy0L,"Tum Hi Ho Bandhu","Cocktail (Original Motion Picture Soundtrack)","Pritam;Neeraj Shridhar;Kavita Seth;Irshad Kamil",2012-06-15,283693,17,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,hindi indie,indian indie,ghazal,sufi","Sony Music Entertainment India Pvt. Ltd.",0.715,0.89,11,-5.438,0,0.051,0.00111,0.000837,0.0297,0.891,134.994,4
spotify:track:5PUXKVVVQ74C3gl5vKy9Li,"Heeriye (feat. Arijit Singh)","Heeriye (feat. Arijit Singh)","Jasleen Royal;Arijit Singh;Dulquer Salmaan",2023-07-25,194857,74,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"hindi pop,bollywood,desi,gujarati pop,hindi indie,bangla pop,mollywood,malayalam pop","Warner Music India",0.728,0.494,6,-9.628,0,0.0256,0.516,0.00384,0.0759,0.558,105.007,4
spotify:track:6XRMWXhoKNHMaN2nepsarZ,"Nonsense Ki Night","Happy New Year","Vishal-Shekhar;Mika Singh;Irshad Kamil",2014-09-26,182405,37,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop","T-Series",0.819,0.881,6,-3.695,0,0.325,0.262,0,0.105,0.646,130.08,4
spotify:track:4n1j59aiRDYCU1Rpz70wKU,"Satakli","Happy New Year","Vishal-Shekhar;Sukhwinder Singh;Irshad Kamil",2014-09-26,222352,44,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop","T-Series",0.773,0.914,7,-5.612,1,0.0955,0.121,0,0.0849,0.66,101.954,3
spotify:track:5HGXuAy0YA1GBRkAny0cvV,"Prem Ratan Dhan Payo","Prem Ratan Dhan Payo","Palak Muchhal",2015-10-10,319342,53,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,gujarati garba","T-Series",0.451,0.922,11,-6.26,1,0.216,0.48,0.0000365,0.0616,0.495,92.409,4
spotify:track:2fWvLqMZXKaRqT8YJTReyd,"Samjho Na X Wishes","Samjho Na X Wishes","vamp",2024-11-14,221544,57,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"funkot","vamp",0.801,0.542,1,-9.947,0,0.163,0.217,0.0754,0.366,0.516,102.963,4
spotify:track:5rpCUsEfBLIumvrxrahnKF,"Wishes","Maybe, It's Love","Hasan Raheem;Umair;Talwiinder",2023-09-02,218400,65,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"indian indie,hindi indie,desi,desi hip hop,desi pop,hindi hip hop,punjabi hip hop,punjabi pop","1698613 Records DK2",0.684,0.531,9,-7.037,0,0.0523,0.669,0.013,0.135,0.613,100.014,4
spotify:track:14k5ZaCWRYwXdz2FWCaQby,"Agar Tum Mil Jao - From ""Zeher""","Zeher (Original Motion Picture Soundtrack)","Shreya Ghoshal;Roop Kumar Rathod;Anu Malik",2005-03-25,360437,61,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,kannada pop,marathi pop,bangla pop,sufi","Vishesh Films",0.56,0.861,11,-3.221,0,0.0505,0.197,0.000112,0.0382,0.382,157.967,4
spotify:track:4d2jV5fmX6hbRwaRbY39dt,"Wavy","Wavy","Karan Aujla;Jay Trak",2024-11-15,161000,78,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T15:37:22Z,"punjabi pop,punjabi hip hop,bhangra,desi hip hop,desi","Karan Aujla Music",0.567,0.752,7,-3.863,0,0.0798,0.04,0,0.144,0.498,90.027,4
spotify:track:16XEVyPh5NT31CAAqPbxQF,"Aankhein Khuli","Mohabbatein","Jatin-Lalit;Lata Mangeshkar;Udit Narayan;Udbhav;Manohar Shetty;Ishaan;Shweta Pandit;Sonali Bhatawdekar;Pritha Mazumdar;Anand Bakshi",2000-08-27,422713,70,false,31d6qlakaopgb45appcbvby3loqa,2025-05-30T05:50:18Z,"bollywood,hindi pop,desi,ghazal,bhajan,marathi pop","YRF Music",0.792,0.635,7,-13.94,0,0.0863,0.349,0.00000592,0.324,0.648,122.004,4
spotify:track:6LuePumNTtouPWu5fAA8sy,"Матушка","У истока","Татьяна Куртукова",2024-11-08,172993,46,false,31d6qlakaopgb45appcbvby3loqa,2025-06-01T05:14:42Z,"","Gamma Music",0.653,0.831,2,-4.975,0,0.0539,0.0172,0,0.224,0.663,94.035,4
spotify:track:2dZyFNtUz3IIBzUZmSu5z8,"Toh Dishoom","Dishoom","Pritam;Raftaar;Shahid Mallya;Mayur Puri",2016-07-15,244778,57,false,31d6qlakaopgb45appcbvby3loqa,2025-06-01T14:14:05Z,"bollywood,hindi pop,desi,desi hip hop,hindi hip hop,desi pop","T-Series",0.501,0.838,2,-4.583,1,0.151,0.127,0,0.292,0.513,166.054,4
spotify:track:4eFnk661RcdOuH9ajiTO3j,"Banjaara","Ek Villain","Mohammed Irfan;Mithoon",2014-05-28,336567,71,false,31d6qlakaopgb45appcbvby3loqa,2025-06-02T12:31:04Z,"hindi pop,bollywood","T-Series",0.657,0.489,1,-6.829,0,0.0306,0.713,0,0.124,0.399,116,4
spotify:track:0OxG3hlJNNzXcSrNVXEu8f,"I Guess","I Guess","KR$NA",2022-10-26,186086,65,false,31d6qlakaopgb45appcbvby3loqa,2025-06-12T12:28:59Z,"desi hip hop,hindi hip hop,punjabi hip hop,hardcore hip hop","Kalamkaar",0.83,0.905,8,-5.018,0,0.237,0.172,0,0.153,0.926,137.953,4
spotify:track:7eQoMQdE4JqngwYDOqLBU0,"Superstar","ONE FROM THE CROWD","dox;JASKARAN;Rita Kim",2025-02-28,181500,69,false,31d6qlakaopgb45appcbvby3loqa,2025-06-14T14:40:01Z,"desi hip hop,punjabi hip hop,punjabi pop,hindi hip hop","5.5 Records Under Exclusive License to AWAL",0.643,0.792,8,-3.57,0,0.0682,0.0822,0,0.179,0.0602,160.031,4
spotify:track:1vSXwYeKnzsVvekSpqVabx,"Chikni Chameli","Agneepath (Original Motion Picture Soundtrack)","Ajay-Atul;Shreya Ghoshal",2011-12-16,301586,70,false,31d6qlakaopgb45appcbvby3loqa,2025-06-14T16:24:58Z,"marathi pop,bollywood,hindi pop,desi,kannada pop,bangla pop","Sony Music Entertainment India Pvt. Ltd.",0.693,0.956,1,-5.012,0,0.071,0.289,0,0.294,0.665,90.005,4
spotify:track:4qRcjFkFqSpLBzcbLDt7HL,"Ambarsariya","Fukrey","Sona Mohapatra;Ram Sampath;Munna Dhiman",2013-05-14,248182,70,false,31d6qlakaopgb45appcbvby3loqa,2025-06-16T03:46:11Z,"bollywood,desi,hindi pop","T-Series",0.649,0.458,4,-7.632,0,0.0446,0.574,0,0.113,0.748,180.071,4
spotify:track:2YSrlOiR9kyiqUURfYwDXI,"Ride It","My Own Way","Jay Sean",2008,190053,73,false,31d6qlakaopgb45appcbvby3loqa,2025-06-16T12:03:39Z,"","2point9",0.694,0.651,11,-5.645,0,0.127,0.257,0,0.11,0.704,93.887,4
spotify:track:70fA3vjK2r6kpHrN6adr9q,"Ride It (Kya Yehi Pyaar Hai) - Hindi Version","My Own Way (Hindi Version)","Jay Sean",2008-05-01,193706,60,false,31d6qlakaopgb45appcbvby3loqa,2025-06-16T12:04:34Z,"","TwoPointNine Ltd (Entertainment)",0.748,0.576,11,-7.815,0,0.0701,0.369,0,0.0966,0.713,93.005,4
spotify:track:5pkOSmSeVo8RfC8555LRHT,"Up To U","Up To U","Dhanda Nyoliwala",2023-05-06,188652,69,false,31d6qlakaopgb45appcbvby3loqa,2025-06-16T15:35:48Z,"haryanvi pop,desi hip hop,punjabi hip hop,hindi hip hop","Universal Music India Pvt. Ltd. (FarArmy Productions)",0.735,0.565,9,-8.99,1,0.259,0.0711,0,0.0827,0.496,142.989,4
spotify:track:1bAa1OyefOhXdqnL8dlxFt,"High Heels Te Nachche","Ki & Ka","Meet Bros.;Yo Yo Honey Singh;Jaz Dhami;Aditi Singh Sharma;Kumaar",2016-03-04,212115,66,false,31d6qlakaopgb45appcbvby3loqa,2025-06-20T12:29:27Z,"bollywood,hindi pop,desi pop,desi,hindi hip hop,punjabi pop,bhangra,punjabi hip hop","T-Series",0.796,0.85,1,-3.641,1,0.203,0.0992,0,0.129,0.559,136.03,4
spotify:track:3V3QbgrOZKtFv5MXzAAdZr,"Locha-E-Ulfat","2 States","Benny Dayal;Shankar-Ehsaan-Loy;Amitabh Bhattacharya",2014-03-14,288462,66,false,31d6qlakaopgb45appcbvby3loqa,2025-06-22T17:32:02Z,"bollywood,desi,hindi pop,sufi","T-Series",0.705,0.74,0,-5.82,1,0.0505,0.0365,0,0.487,0.928,106.953,4
spotify:track:5cgKosPPj5Cs9a2JQufUc1,"Ilahi","Yeh Jawaani Hai Deewani","Pritam;Arijit Singh;Amitabh Bhattacharya",2013-03-30,228982,74,false,31d6qlakaopgb45appcbvby3loqa,2025-06-23T03:18:25Z,"bollywood,hindi pop,desi,bangla pop","T-Series",0.593,0.967,9,-5.767,1,0.0907,0.166,0.0000254,0.105,0.452,131.988,4
spotify:track:4O5ERhWIhAnBelhNDHcSlA,"Oh Girl You're Mine .","Housefull","Tarun Sagar;Alyssa Mendonsa;Loy Mendonsa",2010-03-17,235705,66,false,31d6qlakaopgb45appcbvby3loqa,2025-06-23T14:29:14Z,"bollywood,desi,hindi pop","T-Series",0.875,0.625,1,-7.28,1,0.0495,0.472,0.0153,0.0464,0.874,111.034,4
spotify:track:3CXHPRFNic9WOsazT4huOJ,"Aa Re Pritam Pyaare","Rowdy Rathore (Original Motion Picture Soundtrack)","Sajid-Wajid;Mamta Sharma;Sarosh Sami",2012-06-24,259972,66,false,31d6qlakaopgb45appcbvby3loqa,2025-06-23T14:29:25Z,"bollywood,desi,hindi pop","UTV",0.423,0.951,2,-1.726,1,0.118,0.0204,0.000369,0.331,0.768,78.78,4
spotify:track:4St20qfnH98z2CEY7Up5yn,"Pungi","Agent Vinod","Pritam;Mika Singh;Amitabh Bhattacharya;Nakash Aziz;Javed Jaffrey",2012-02-24,247826,64,false,31d6qlakaopgb45appcbvby3loqa,2025-06-23T14:29:30Z,"bollywood,hindi pop,desi,tollywood,telugu pop","T-Series",0.939,0.933,10,-2.688,1,0.0819,0.235,0.00000104,0.0293,0.708,122.994,4
spotify:track:5XsoDbDt98b0FkFLOhsJuS,"Lat Lag Gayee","Race 2 (Original Motion Picture Soundtrack)","Benny Dayal;Shalmali Kholgade;Pritam",2012-01-25,280369,72,false,31d6qlakaopgb45appcbvby3loqa,2025-06-23T14:29:46Z,"bollywood,desi,hindi pop","Tips Music Limited",0.79,0.892,10,-4.038,0,0.0404,0.228,0.00000118,0.206,0.896,131.991,4
spotify:track:0dTjGvzVRsvUjM9jJVWEDK,"Palat - Tera Hero Idhar Hai","Main Tera Hero","Arijit Singh",2014-03-03,270676,57,false,31d6qlakaopgb45appcbvby3loqa,2025-06-23T16:02:30Z,"hindi pop,bollywood,desi,bangla pop","T-Series",0.411,0.729,9,-4.738,0,0.0983,0.132,0,0.177,0.498,96.053,3
spotify:track:0DbRXNb2Hy0cS0BfsiyzpO,"Rabba","Fukrey","Clinton Cerejo;Keerthi Sagathia;Ram Sampath;Munna Dhiman",2013-05-14,262626,38,false,31d6qlakaopgb45appcbvby3loqa,2025-06-24T03:29:54Z,"bollywood,gujarati pop,desi,hindi pop","T-Series",0.705,0.732,0,-5.619,1,0.698,0.136,0,0.106,0.296,169.938,4
spotify:track:3K1y89UHuAEZbpiSPbtAae,"Step On Up","Dangerous Woman","Ariana Grande",2016-05-20,180853,61,false,31d6qlakaopgb45appcbvby3loqa,2025-06-24T03:37:47Z,"pop","Universal Records",0.662,0.877,5,-4.185,0,0.112,0.0874,0,0.273,0.545,110.905,4
spotify:track:33J6HT1tLKj2wSaEqiGwQ0,"Step on up x Gimme More - TikTok Remix","Step on up x Gimme More (TikTok Remix)","ROEINON",2023-10-18,177240,49,false,31d6qlakaopgb45appcbvby3loqa,2025-06-24T03:38:36Z,"funk de bh","ELTD",0.681,0.815,8,-5.515,0,0.0727,0.0409,0.0000864,0.0703,0.782,124.671,4
spotify:track:3LTjM6zDUCuxctUMnU4LYY,"Kheech Meri Photo (From ""Sanam Teri Kasam"")","Sanam Teri Kasam (Original Motion Picture Soundtrack)","Neeti Mohan;AKASA;Darshan Raval",2016-01-07,284000,0,false,31d6qlakaopgb45appcbvby3loqa,2025-06-25T14:18:31Z,"bollywood,hindi pop,desi,gujarati garba,gujarati pop,desi pop","Eros Now Music",0.847,0.623,7,-6.055,1,0.0659,0.174,0.00000496,0.0228,0.921,132.988,4
spotify:track:1hlbywc8Jhl1FFqJxAMabE,"Ishq","Lost;Found","Faheem Abdullah;Rauhan Malik;Amir Ameer",2024-05-25,224842,82,false,31d6qlakaopgb45appcbvby3loqa,2025-06-26T03:36:14Z,"hindi pop,indian indie","Artiste First",0.39,0.558,4,-8.92,0,0.0282,0.499,0.0284,0.173,0.292,94.788,4
spotify:track:2ygHwkk6BE4o1YKF2jhrFX,"Hua Hain Aaj Pehli Baar","Sanam Re","Amaal Mallik;Manoj Yadav;Armaan Malik;Palak Muchhal",2016-01-04,309272,71,false,31d6qlakaopgb45appcbvby3loqa,2025-06-26T12:18:28Z,"bollywood,hindi pop,desi,marathi pop,kannada pop,tollywood,gujarati garba","T-Series",0.495,0.729,6,-6.453,0,0.103,0.6,0.0000413,0.0993,0.683,155.892,4
spotify:track:0fCQRUbk8LIQTdQYGNtGyv,"Tere Liye","Prince (Original Motion Picture Soundtrack)","Atif Aslam;Shreya Ghoshal;Sachin Gupta;Sameer Anjaan",2010-04-09,279826,75,false,31d6qlakaopgb45appcbvby3loqa,2025-06-27T03:13:22Z,"bollywood,hindi pop,desi,sufi,qawwali,kannada pop,marathi pop,bangla pop","Tips Music Limited",0.624,0.906,11,-4.436,0,0.0514,0.0978,0,0.0963,0.632,129.99,4
spotify:track:3MVPReTwLNOBFb6KjiIRNM,"Kabhi Jo Baadal Barse","Jackpot","Arijit Singh;Shaarib Toshi;Turaz;Azeem Shirazi",2013-10-29,254300,63,false,31d6qlakaopgb45appcbvby3loqa,2025-06-27T03:25:27Z,"hindi pop,bollywood,desi,bangla pop","T-Series",0.451,0.449,0,-6.702,0,0.0293,0.261,0,0.143,0.217,149.768,4
spotify:track:3tgdOveYac7YMEAQD9sGLf,"Bulleya","Sultan","Vishal-Shekhar;Papon;Irshad Kamil",2016-05-31,357067,74,false,31d6qlakaopgb45appcbvby3loqa,2025-06-27T16:41:36Z,"bollywood,desi,hindi pop,sufi","YRF Music",0.675,0.579,4,-11.976,1,0.0308,0.369,0.00000338,0.118,0.724,97.01,4
spotify:track:5a8QSQYfM5CM4DtDmcuceI,"Tattoo","ABCD 2 (Original Motion Picture Soundtrack)","Shefali Alvares;Mayur Puri",2018-08-24,259927,54,false,31d6qlakaopgb45appcbvby3loqa,2025-06-28T02:28:24Z,"bollywood,desi,hindi pop","Zee Music Company",0.821,0.732,11,-6.428,0,0.0562,0.164,0.00354,0.0792,0.476,109.975,4
spotify:track:0sYaepGtF2dw1EFO8oRaG3,"Ik Kudi","Ik Kudi","wolf.cryman;Arpit Bala",2023-07-23,231111,58,true,31d6qlakaopgb45appcbvby3loqa,2025-06-30T03:09:10Z,"desi hip hop,hindi hip hop,hindi indie,indian indie","Aliens of Bikaner",0.779,0.476,4,-6.342,1,0.0564,0.691,0.00000251,0.106,0.623,134.94,4
spotify:track:5wdlz4N7s1Xyr4y4RXhZJM,"Photo (From ""Luka Chuppi"")","Photo (From ""Luka Chuppi"")","Karan Sehmbi;Tanishk Bagchi;Goldboy",2019-02-12,177158,61,false,31d6qlakaopgb45appcbvby3loqa,2025-07-01T13:12:39Z,"hindi pop,bollywood,desi,desi pop,gujarati garba","T-Series",0.739,0.644,0,-5.881,0,0.0503,0.103,0,0.189,0.315,94.996,4
spotify:track:0dynHt8F4nhXiwolAdiLW5,"Ride It (Kya Yehi Pyar Hai)","My Own Way","Jay Sean",2008-01-01,193706,0,false,31d6qlakaopgb45appcbvby3loqa,2025-07-01T19:38:51Z,"","Virgin Records (India) Pvt Ltd.",0.749,0.566,11,-7.79,0,0.0752,0.39,0,0.0961,0.725,93.017,4
spotify:track:7wVuc5To4LyVZvZllNSlpB,"Lucky Tu Lucky Me","Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack)","Sachin-Jigar;Benny Dayal;Anushka Manchanda;Varun Dhawan",2014-06-19,203018,52,false,31d6qlakaopgb45appcbvby3loqa,2025-07-02T05:13:34Z,"gujarati pop,bollywood,hindi pop,desi,gujarati garba","Sony Music Entertainment India Pvt. Ltd.",0.753,0.99,10,-3.319,0,0.0578,0.0195,0,0.116,0.711,139.99,4
spotify:track:1bqMVta76huBpSIzTIrDM0,"Mehndi Laga Ke Rakhna","Dilwale Dulhania Le Jayenge","Lata Mangeshkar;Udit Narayan",1995-10-20,286694,58,false,31d6qlakaopgb45appcbvby3loqa,2025-07-02T05:14:53Z,"ghazal,bollywood,hindi pop,bhajan,marathi pop,desi","Saregama",0.569,0.827,2,-7.586,0,0.11,0.777,0.00000276,0.37,0.882,98.398,4
spotify:track:1As2Jo89VTF9V3D6GuOPr9,"Mann Mera - Original Version","Mann Mera (Original Version)","Gajendra Verma",2025-05-09,228000,77,false,31d6qlakaopgb45appcbvby3loqa,2025-07-03T03:54:08Z,"hindi pop","Sony Music / EROS Music",0.712,0.588,2,-8.324,0,0.0277,0.166,0,0.243,0.627,100.027,4
spotify:track:2hnzUVqKBws7Vr0rvrRL1u,"Be Mine","Be Mine","Shubh",2024-07-05,148133,65,false,31d6qlakaopgb45appcbvby3loqa,2025-07-04T09:49:21Z,"punjabi hip hop,punjabi pop,desi hip hop,hindi hip hop,desi","SHUBH",0.59,0.602,1,-9.504,1,0.0695,0.0497,0.00000159,0.0723,0.733,91.823,4
spotify:track:6TeQwZim9noPvf96kNwldZ,"Maine Tujhko Dekha","Maine Tujhko Dekha (From ""Golmaal Again!!!"")","Neeraj Shridhar;Sukriti Kakar;Amaal Mallik",2017-09-29,207393,56,false,31d6qlakaopgb45appcbvby3loqa,2025-07-05T17:53:11Z,"bollywood,desi,hindi pop","T-Series",0.751,0.81,2,-6.076,1,0.0456,0.0735,0.00000661,0.552,0.882,112.004,4
spotify:track:0kYBzFJ5a2Jozi6cI4y9Bp,"Jo Tere Sang","Blood Money (Original Motion Picture Soundtrack)","Jeet Gannguli;Mustafa Zahid;Sayeed Quadri",2012-02-14,306173,76,false,31d6qlakaopgb45appcbvby3loqa,2025-07-05T17:56:43Z,"bangla pop,hindi pop,bollywood","Sony Music Entertainment India Pvt. Ltd.",0.68,0.907,11,-6.154,0,0.073,0.0656,0,0.106,0.404,131.996,4
spotify:track:2tyITgmOGVz6rqleDokbEN,"Pink Lips","Hate Story 2","Meet Bros Anjjan;Khushboo Grewal",2014-06-18,254826,68,false,31d6qlakaopgb45appcbvby3loqa,2025-07-06T05:02:27Z,"bollywood,desi,hindi pop","T-Series",0.663,0.975,0,-5.474,0,0.0666,0.0189,0.00000573,0.278,0.911,135.941,4
spotify:track:7GE3LwWzboPaTN0TlDcPs1,"Khwab Dekhe Sexy Lady","Race (Original Motion Picture Soundtrack)","Pritam;Neeraj Shridhar;Monali Thakur",2008-03-21,279356,65,false,31d6qlakaopgb45appcbvby3loqa,2025-07-06T06:03:53Z,"bollywood,hindi pop,desi,bangla pop","Tips Music Limited",0.818,0.829,8,-7.145,0,0.0978,0.303,0.0000853,0.277,0.967,108.999,4
spotify:track:7pTYN6Gxy3MOibdXmkzc5V,"Jhak Maar Ke","Desi Boyz","Pritam;Neeraj Shridhar;Harshdeep Kaur",2011-10-21,233302,65,false,31d6qlakaopgb45appcbvby3loqa,2025-07-06T06:26:34Z,"bollywood,hindi pop,desi","T-Series",0.8,0.904,3,-5.101,1,0.0628,0.238,0.00000334,0.107,0.714,95.04,4
spotify:track:0eLtIxPRNJfsmehITZ1qaJ,"Sahiba","Sahiba","Aditya Rikhari",2023-12-19,190098,86,false,31d6qlakaopgb45appcbvby3loqa,2025-07-08T13:03:48Z,"hindi indie,indian indie,desi pop,hindi pop","T-Series",0.675,0.432,10,-9.076,0,0.0332,0.551,0,0.0772,0.431,100.007,4
spotify:track:0hUAfJNqBOd5g8eSpkSFJO,"Kangna","Unda Da Influence","Dr Zeus;Master Rakesh;Shortie;Deepti",2003-01-01,210680,63,false,31d6qlakaopgb45appcbvby3loqa,2025-07-08T16:27:43Z,"bhangra,punjabi pop,punjabi hip hop,desi,desi hip hop,desi pop","Dr Zeus Worldwide",0.756,0.858,1,-4.05,0,0.0585,0.035,0.000254,0.061,0.764,101.984,4
spotify:track:6q4GmJDbiZ7viOqLHP76cs,"Rang Jo Lagyo","Ramaiya Vastavaiya (Original Motion Picture Soundtrack)","Sachin-Jigar;Atif Aslam;Shreya Ghoshal",2013-07-19,296160,68,false,31d6qlakaopgb45appcbvby3loqa,2025-07-10T09:05:09Z,"gujarati pop,bollywood,hindi pop,desi,gujarati garba,sufi,qawwali,kannada pop,marathi pop,bangla pop","Tips Music Limited",0.479,0.663,2,-6.314,1,0.0489,0.0987,0,0.216,0.379,158.107,4
spotify:track:4T3VAoUDvCJkX5OSYXnng0,"Humko Humise Chura Lo","Mohabbatein","Jatin-Lalit;Lata Mangeshkar;Udit Narayan;Anand Bakshi",2000-08-27,473025,65,false,31d6qlakaopgb45appcbvby3loqa,2025-07-11T07:07:40Z,"bollywood,hindi pop,desi,ghazal,bhajan,marathi pop","YRF Music",0.548,0.506,6,-13.684,0,0.0495,0.492,0.000442,0.189,0.641,85.628,4
spotify:track:2znIV62IxtbY9gSEPdIAho,"Sawan Aaya Hai","Creature 3D","Tony Kakkar;Arijit Singh",2014-08-16,288176,63,false,31d6qlakaopgb45appcbvby3loqa,2025-07-11T19:00:51Z,"hindi pop,bollywood,desi,bangla pop","T-Series",0.365,0.67,10,-7.51,0,0.221,0.26,0.00000143,0.14,0.367,78.776,4
spotify:track:5Xe4kq8j3saW89CSNQGawF,"Chaudhary","Coke Studio S2","Mame Khan;Amit Trivedi;Shellee",2023-02-04,420680,68,false,31d6qlakaopgb45appcbvby3loqa,2025-07-13T09:52:31Z,"sufi,indian indie,bollywood,hindi pop,gujarati garba,desi","Star India Pvt Ltd",0.455,0.681,6,-6.999,1,0.163,0.488,0.00000676,0.297,0.818,169.007,4
spotify:track:7fllsOe1cV2pTBzdbkgrX7,"Baby Ko Bass Pasand Hai","Sultan","Vishal-Shekhar;Vishal Dadlani;Shalmali Kholgade;Isheeta;Badshah;Irshad Kamil",2016-05-31,253204,52,false,31d6qlakaopgb45appcbvby3loqa,2025-07-13T12:06:45Z,"bollywood,desi,hindi pop,desi hip hop,hindi hip hop,desi pop","YRF Music",0.861,0.75,8,-6.657,1,0.0797,0.034,0.0000365,0.0381,0.832,116.984,4
spotify:track:78PDj0uocOvtSJCdOt65qy,"Aankhon Aankhon","Bhaag Johnny","Yo Yo Honey Singh",2015-08-24,244831,63,false,31d6qlakaopgb45appcbvby3loqa,2025-07-17T11:17:47Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop","T-Series",0.746,0.988,10,-4.565,0,0.0637,0.29,0.00218,0.131,0.61,130.042,4
spotify:track:00slEv0AYGnW85H84XsmGz,"Phir Milenge Chalte Chalte","Rab Ne Bana Di Jodi","Salim–Sulaiman;Sonu Nigam;Jaideep Sahni",2008-11-06,394161,55,false,31d6qlakaopgb45appcbvby3loqa,2025-07-18T03:32:22Z,"bollywood,sufi,desi,hindi pop,qawwali,kannada pop,sandalwood,marathi pop","YRF Music",0.778,0.737,0,-7.073,1,0.195,0.178,0.00000683,0.0632,0.9,125.031,4
